"Campaign name","Campaign ID","Ad set name","Ad set ID","Ad name","Ad ID",Day,Gender,Age,Text,"Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result type",Results,"Amount spent (USD)","Cost per result",Starts,Ends,"Reporting starts","Reporting ends"
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"2 Print + Dads Gift",120247312792540327,2026-06-26,female,35-44,"Your dad has a city that made him who he is. The street he grew up on. The neighborhood he still talks about. This is the gift he needs.",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.02,,2026-06-18,Ongoing,2026-06-26,2026-06-26
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"2 Print + Dads Gift",120247312792540327,2026-06-26,male,35-44,"Your dad has a city that made him who he is. The street he grew up on. The neighborhood he still talks about. This is the gift he needs.",not_delivering,ad,4,4,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.09,,2026-06-18,Ongoing,2026-06-26,2026-06-26
"LittleData - Retargeting Duplicate",120247312851600327,"Retargeting Testing",120247312851610327,"Good quality ad",120247312851590327,2026-06-26,male,35-44,"No gamble here! 🎨 Every print is shipped on high-quality, heavyweight fine art paper with archival inks, framed in real wood. Free shipping, guaranteed.",not_delivering,ad,5,5,1,Incremental,"Website purchases",,0.07,,2026-06-18,Ongoing,2026-06-26,2026-06-26
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"1 Print Static",120247312792570327,2026-06-26,male,65+,"Some gifts get forgotten by Monday.

This one gets hung on the wall and talked about for years.

We turn any street in America into a stunning framed print — the block they grew up on, the city that made them who they are.

Find their street. Frame it. Watch their face.",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.03,,2026-06-18,Ongoing,2026-06-26,2026-06-26
"LittleData - Retargeting Duplicate",120247312851600327,"Retargeting Testing",120247312851610327,"Good quality ad",120247312851590327,2026-06-26,female,35-44,"No gamble here! 🎨 Every print is shipped on high-quality, heavyweight fine art paper with archival inks, framed in real wood. Free shipping, guaranteed.",not_delivering,ad,2,3,1.5,Incremental,"Website purchases",,0.25,,2026-06-18,Ongoing,2026-06-26,2026-06-26
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"2 Static + Dad Gift",120247312792550327,2026-06-26,male,35-44,"He has everything.
Except this.
The street he grew up on. Framed. On his wall. Forever.",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.01,,2026-06-18,Ongoing,2026-06-26,2026-06-26
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"2 Print + Dads Gift",120247312792540327,2026-06-26,male,65+,"Give a meaningful gift to dad - the city that made him who he is. The street, the neighborhood, it's all part of his story.",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.03,,2026-06-18,Ongoing,2026-06-26,2026-06-26
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"2 Print + Dads Gift",120247312792540327,2026-06-26,male,45-54,"Your dad has a city that made him who he is. The street he grew up on. The neighborhood he still talks about. This is the gift he needs.",not_delivering,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.07,,2026-06-18,Ongoing,2026-06-26,2026-06-26
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"2 Print + Dads Gift",120247312792540327,2026-06-26,male,18-24,"Your dad has a city that made him who he is. The street he grew up on. The neighborhood he still talks about. This is the gift he needs.",not_delivering,ad,1,2,2,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.05,,2026-06-18,Ongoing,2026-06-26,2026-06-26
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"2 Print + Dads Gift",120247312792540327,2026-06-26,male,25-34,"Your dad has a city that made him who he is. The street he grew up on. The neighborhood he still talks about. This is the gift he needs.",not_delivering,ad,2,3,1.5,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.03,,2026-06-18,Ongoing,2026-06-26,2026-06-26
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"2 Print + Dads Gift",120247312792540327,2026-06-26,female,18-24,"Your dad has a city that made him who he is. The street he grew up on. The neighborhood he still talks about. This is the gift he needs.",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.01,,2026-06-18,Ongoing,2026-06-26,2026-06-26
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"2 Print + Dads Gift",120247312792540327,2026-06-26,male,Unknown,"Give a meaningful gift to dad - the city that made him who he is. The street, the neighborhood, it's all part of his story.",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.07,,2026-06-18,Ongoing,2026-06-26,2026-06-26
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"2 Print + Dads Gift",120247312792540327,2026-06-26,male,35-44,"Give a meaningful gift to dad - the city that made him who he is. The street, the neighborhood, it's all part of his story.",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0,,2026-06-18,Ongoing,2026-06-26,2026-06-26
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"2 Print + Dads Gift",120247312792540327,2026-06-26,male,25-34,"Give a meaningful gift to dad - the city that made him who he is. The street, the neighborhood, it's all part of his story.",not_delivering,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.04,,2026-06-18,Ongoing,2026-06-26,2026-06-26
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"2 Print + Dads Gift",120247312792540327,2026-06-26,unknown,55-64,"Give a meaningful gift to dad - the city that made him who he is. The street, the neighborhood, it's all part of his story.",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.02,,2026-06-18,Ongoing,2026-06-26,2026-06-26
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"2 Print + Dads Gift",120247312792540327,2026-06-26,male,45-54,"Give a meaningful gift to dad - the city that made him who he is. The street, the neighborhood, it's all part of his story.",not_delivering,ad,2,4,2,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0,,2026-06-18,Ongoing,2026-06-26,2026-06-26
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"2 Print + Dads Gift",120247312792540327,2026-06-26,female,65+,"Give a meaningful gift to dad - the city that made him who he is. The street, the neighborhood, it's all part of his story.",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0,,2026-06-18,Ongoing,2026-06-26,2026-06-26
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"2 Print + Dads Gift",120247312792540327,2026-06-26,male,55-64,"Give a meaningful gift to dad - the city that made him who he is. The street, the neighborhood, it's all part of his story.",not_delivering,ad,3,4,1.33333333,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.01,,2026-06-18,Ongoing,2026-06-26,2026-06-26
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"1 Print Static",120247312792570327,2026-06-26,male,55-64,"Some gifts get forgotten by Monday.

This one gets hung on the wall and talked about for years.

We turn any street in America into a stunning framed print — the block they grew up on, the city that made them who they are.

Find their street. Frame it. Watch their face.",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0,,2026-06-18,Ongoing,2026-06-26,2026-06-26
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"1 Print Static",120247312792570327,2026-06-26,male,35-44,"Some gifts get forgotten by Monday.

This one gets hung on the wall and talked about for years.

We turn any street in America into a stunning framed print — the block they grew up on, the city that made them who they are.

Find their street. Frame it. Watch their face.",not_delivering,ad,3,3,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.06,,2026-06-18,Ongoing,2026-06-26,2026-06-26
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 6 - Founders Letter",120247312792480327,"Letter 3",120247312792560327,2026-06-25,female,25-34,"We refuse to sell cheap art.
Every print is made to order. Real matte paper. Real frames. The kind of quality you'd find in a gallery — not a gift shop.
Because the street your mom grew up on deserves better than a poster.
That's the standard we hold ourselves to.

— Joseph, Founder",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.01,,2026-06-18,Ongoing,2026-06-25,2026-06-25
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 6 - Founders Letter",120247312792480327,"Letter 3",120247312792560327,2026-06-25,female,35-44,"- Made to order prints
- Real matte paper & frames
Gallery-quality standard for every piece.
Because some places are too special for posters.",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.04,,2026-06-18,Ongoing,2026-06-25,2026-06-25
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 6 - Founders Letter",120247312792480327,"Letter 3",120247312792560327,2026-06-25,female,65+,"We refuse to sell cheap art. 
Every print is made to order on real matte paper, with a real frame - the kind of quality you'd find in a gallery.
The street your mom grew up on deserves better than a poster.",not_delivering,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.05,,2026-06-18,Ongoing,2026-06-25,2026-06-25
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 6 - Founders Letter",120247312792480327,"Letter 3",120247312792560327,2026-06-25,female,35-44,"We refuse to sell cheap art. 
Every print is made to order on real matte paper, with a real frame - the kind of quality you'd find in a gallery.
The street your mom grew up on deserves better than a poster.",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.02,,2026-06-18,Ongoing,2026-06-25,2026-06-25
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 3 - First Apartment",120247312792450327,"4 Print Static",120247312792420327,2026-06-25,female,65+,"No time to lose! 🚀 Get a print of their new (or old) favorite spot, framed & shipped fast.",not_delivering,ad,1,1,1,Incremental,"Website purchases",,0.03,,2026-06-18,Ongoing,2026-06-25,2026-06-25
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 6 - Founders Letter",120247312792480327,"Letter 3",120247312792560327,2026-06-25,male,18-24,"We refuse to sell cheap art.
Every print is made to order. Real matte paper. Real frames. The kind of quality you'd find in a gallery — not a gift shop.
Because the street your mom grew up on deserves better than a poster.
That's the standard we hold ourselves to.

— Joseph, Founder",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.01,,2026-06-18,Ongoing,2026-06-25,2026-06-25
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 6 - Founders Letter",120247312792480327,"Letter 3",120247312792560327,2026-06-25,female,35-44,"We refuse to sell cheap art.
Every print is made to order. Real matte paper. Real frames. The kind of quality you'd find in a gallery — not a gift shop.
Because the street your mom grew up on deserves better than a poster.
That's the standard we hold ourselves to.

— Joseph, Founder",not_delivering,ad,3,5,1.66666667,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.09,,2026-06-18,Ongoing,2026-06-25,2026-06-25
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 6 - Founders Letter",120247312792480327,"Letter 3",120247312792560327,2026-06-25,male,45-54,"- Made to order prints
- Real matte paper & frames
Gallery-quality standard for every piece.
Because some places are too special for posters.",not_delivering,ad,3,3,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.06,,2026-06-18,Ongoing,2026-06-25,2026-06-25
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 6 - Founders Letter",120247312792480327,"Letter 3",120247312792560327,2026-06-25,male,65+,"We refuse to sell cheap art.
Every print is made to order. Real matte paper. Real frames. The kind of quality you'd find in a gallery — not a gift shop.
Because the street your mom grew up on deserves better than a poster.
That's the standard we hold ourselves to.

— Joseph, Founder",not_delivering,ad,6,6,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.09,,2026-06-18,Ongoing,2026-06-25,2026-06-25
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 6 - Founders Letter",120247312792480327,"Letter 3",120247312792560327,2026-06-25,male,25-34,"- Made to order prints
- Real matte paper & frames
Gallery-quality standard for every piece.
Because some places are too special for posters.",not_delivering,ad,7,8,1.14285714,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.24,,2026-06-18,Ongoing,2026-06-25,2026-06-25
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 3 - First Apartment",120247312792450327,"4 Print Static",120247312792420327,2026-06-25,male,55-64,"No time to lose! 🚀 Get a print of their new (or old) favorite spot, framed & shipped fast.",not_delivering,ad,1,1,1,Incremental,"Website purchases",,0,,2026-06-18,Ongoing,2026-06-25,2026-06-25
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 6 - Founders Letter",120247312792480327,"Letter 3",120247312792560327,2026-06-25,male,18-24,"- Made to order prints
- Real matte paper & frames
Gallery-quality standard for every piece.
Because some places are too special for posters.",not_delivering,ad,6,6,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.07,,2026-06-18,Ongoing,2026-06-25,2026-06-25
