"Campaign name","Campaign ID","Ad set name","Ad set ID","Ad name","Ad ID",Day,Gender,Age,Text,"Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result type",Results,"Amount spent (USD)","Cost per result",Starts,Ends,"Reporting starts","Reporting ends"
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-21,male,65+,"Personalized wall art for meaningful places. 🏠

Hometowns, favorite cities, and unforgettable trips — make the memories last with custom wall decor.",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.01,,2026-05-18,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-21,female,25-34,"Personalized wall art for meaningful places. 🏠

Hometowns, favorite cities, and unforgettable trips — make the memories last with custom wall decor.",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0,,2026-05-18,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-21,female,45-54,"Personalized wall art for meaningful places. 🏠

Hometowns, favorite cities, and unforgettable trips — make the memories last with custom wall decor.",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.01,,2026-05-18,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-21,male,35-44,"Find wall art for the places that mean the most — hometowns, favorite cities, beach towns, old neighborhoods, and unforgettable trips.",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.05,,2026-05-18,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-21,male,45-54,"Find wall art for the places that mean the most — hometowns, favorite cities, beach towns, old neighborhoods, and unforgettable trips.",not_delivering,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.14,,2026-05-18,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-21,female,45-54,"Find wall art for the places that mean the most — hometowns, favorite cities, beach towns, old neighborhoods, and unforgettable trips.",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.01,,2026-05-18,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-21,male,25-34,"Make your walls tell a story! 💡

Transform your space with personalized artwork featuring the places that matter most: hometowns, beach towns, old neighborhoods & more.",not_delivering,ad,1,2,2,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.02,,2026-05-18,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-21,male,65+,"Make your walls tell a story! 💡

Transform your space with personalized artwork featuring the places that matter most: hometowns, beach towns, old neighborhoods & more.",not_delivering,ad,1,2,2,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.05,,2026-05-18,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-21,male,35-44,"Make your walls tell a story! 💡

Transform your space with personalized artwork featuring the places that matter most: hometowns, beach towns, old neighborhoods & more.",not_delivering,ad,9,15,1.66666667,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.17,,2026-05-18,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-21,male,65+,"Find wall art for the places that mean the most — hometowns, favorite cities, beach towns, old neighborhoods, and unforgettable trips.",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.01,,2026-05-18,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-21,male,55-64,"Make your walls tell a story! 💡

Transform your space with personalized artwork featuring the places that matter most: hometowns, beach towns, old neighborhoods & more.",not_delivering,ad,4,4,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.07,,2026-05-18,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-21,female,45-54,"Make your walls tell a story! 💡

Transform your space with personalized artwork featuring the places that matter most: hometowns, beach towns, old neighborhoods & more.",not_delivering,ad,7,13,1.85714286,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.25,,2026-05-18,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-21,male,45-54,"Make your walls tell a story! 💡

Transform your space with personalized artwork featuring the places that matter most: hometowns, beach towns, old neighborhoods & more.",not_delivering,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.02,,2026-05-18,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-21,female,65+,"Make your walls tell a story! 💡

Transform your space with personalized artwork featuring the places that matter most: hometowns, beach towns, old neighborhoods & more.",not_delivering,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.13,,2026-05-18,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-21,female,55-64,"Make your walls tell a story! 💡

Transform your space with personalized artwork featuring the places that matter most: hometowns, beach towns, old neighborhoods & more.",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.03,,2026-05-18,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-21,female,55-64,"Bring Your Favorite Places Home",not_delivering,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.03,,2026-05-18,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-21,female,45-54,"Bring Your Favorite Places Home",not_delivering,ad,2,3,1.5,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.04,,2026-05-18,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-21,male,25-34,"Bring Your Favorite Places Home",not_delivering,ad,4,12,3,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.31,,2026-05-18,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-21,male,35-44,"Bring Your Favorite Places Home",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.01,,2026-05-18,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-21,female,35-44,"Bring Your Favorite Places Home",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0,,2026-05-18,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-21,male,18-24,"Bring Your Favorite Places Home",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.03,,2026-05-18,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-21,male,55-64,"Bring Your Favorite Places Home",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0,,2026-05-18,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-21,female,65+,"Shop Hometown Wall Art",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.04,,2026-05-18,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,2026-05-21,male,45-54,"Find wall art for the places that mean the most — hometowns, favorite cities, beach towns, old neighborhoods, and unforgettable trips.",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0,,2026-05-18,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,2026-05-21,female,55-64,"25% off every print. 3,000+ cities included.

Their hometown, their college town, the city they got engaged in, 
that one trip they never shut up about — all 25%% off. 

Premium framed. Ships gift-ready.

Shop the sale →",not_delivering,ad,35,35,1,Incremental,"Website purchases",,1.01,,2026-05-09,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,2026-05-21,female,35-44,"Limited Time Offer: 25% OFF All Prints! 
• 3,000+ cities to choose from
Make it a gift they'll never forget:
Their hometown, college town or dream destination - now 25% off!
Premium framed & ships gift-ready. Shop Now →",not_delivering,ad,37,42,1.13513514,Incremental,"Website purchases",,1.11,,2026-05-09,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,2026-05-21,female,35-44,"25% off every print. 3,000+ cities included.

Their hometown, their college town, the city they got engaged in, 
that one trip they never shut up about — all 25%% off. 

Premium framed. Ships gift-ready.

Shop the sale →",not_delivering,ad,4,5,1.25,Incremental,"Website purchases",,0.28,,2026-05-09,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,female,65+,"""I Absolutely Love This! My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.02,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,female,55-64,"""I Love This! My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,2,3,1.5,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.06,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,male,35-44,"""I Love This! My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,4,6,1.5,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.04,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,female,45-54,"""I Love This! My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,4,4,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.04,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,female,35-44,"""I Love This! My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,2,3,1.5,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.1,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,female,25-34,"""I Absolutely Love This! My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,4,4,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.09,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,male,25-34,"""I Absolutely Love This! My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,6,8,1.33333333,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.25,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,unknown,65+,"""I Absolutely Love This! My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,1,2,2,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.03,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,female,45-54,"""I Absolutely Love This! My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.02,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,unknown,35-44,"""I Absolutely Love This! My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.02,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,male,65+,"""I Absolutely Love This! My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,11,14,1.27272727,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.93,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,male,45-54,"""I Absolutely Love This! My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,6,7,1.16666667,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.09,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,male,35-44,"""I Absolutely Love This! My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,13,13,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.21,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,male,55-64,"""I Absolutely Love This! My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,5,7,1.4,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.11,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,female,55-64,"""I Absolutely Love This! My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.01,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,female,35-44,"""I Absolutely Love This! My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,4,6,1.5,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.15,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,male,65+,"""I Love This! My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,5,7,1.4,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.11,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,male,18-24,"""I Absolutely Love This! My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.06,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,unknown,65+,"""My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.02,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,male,18-24,"""My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,4,11,2.75,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.49,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,female,35-44,"""My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,unknown,55-64,"""My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,1,2,2,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,female,65+,"""My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,6,8,1.33333333,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.16,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,female,45-54,"""My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,7,8,1.14285714,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.21,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,male,35-44,"""My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,8,13,1.625,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.39,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,male,25-34,"""My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,8,22,2.75,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.54,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,male,55-64,"""My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,8,14,1.75,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.34,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,female,55-64,"""My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,5,6,1.2,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.06,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,female,25-34,"""My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.03,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,male,65+,"""My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,6,8,1.33333333,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.03,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,2026-05-21,female,25-34,"25% off every print. 3,000+ cities included.

Their hometown, their college town, the city they got engaged in, 
that one trip they never shut up about — all 25%% off. 

Premium framed. Ships gift-ready.

Shop the sale →",not_delivering,ad,2,2,1,Incremental,"Website purchases",,0.07,,2026-05-09,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,male,55-64,"""I Love This! My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,5,12,2.4,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.28,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,male,45-54,"""My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,7,8,1.14285714,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.1,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,female,25-34,"""I Love This! My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.02,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,2026-05-21,female,55-64,"Limited Time Offer: 25% OFF All Prints! 
• 3,000+ cities to choose from
Make it a gift they'll never forget:
Their hometown, college town or dream destination - now 25% off!
Premium framed & ships gift-ready. Shop Now →",not_delivering,ad,93,104,1.11827957,Incremental,"Website purchases",,2.37,,2026-05-09,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,2026-05-21,male,35-44,"25% Off Sitewide · 3,000+ Cities",not_delivering,ad,1,1,1,Incremental,"Website purchases",,0.06,,2026-05-09,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-21,female,65+,"""I Love This! My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,9,13,1.44444444,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.61,,2026-05-03,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,2026-05-21,female,65+,"25% Off Sitewide · 3,000+ Cities",not_delivering,ad,7,7,1,Incremental,"Website purchases",,0.28,,2026-05-09,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,2026-05-21,male,45-54,"25% Off Sitewide · 3,000+ Cities",not_delivering,ad,6,6,1,Incremental,"Website purchases",,0.38,,2026-05-09,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,2026-05-21,female,35-44,"25% Off Sitewide · 3,000+ Cities",not_delivering,ad,1,2,2,Incremental,"Website purchases",,0.04,,2026-05-09,Ongoing,2026-05-21,2026-05-21
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,2026-05-21,male,55-64,"25% Off Sitewide · 3,000+ Cities",not_delivering,ad,5,7,1.4,Incremental,"Website purchases",,0.19,,2026-05-09,Ongoing,2026-05-21,2026-05-21
